поставщик;артикул;наименование;штук;документ;категория;код МС;внешний код (мусор);вариантов;вариант 1 код;вариант 1 наименование;вариант 1 вердикт;вариант 2 код;вариант 2 наименование;вариант 3 код;вариант 3 наименование
kaktus_msk;CS-CLI8C/M/Y;Картридж струйный Cactus CS-CLI8C/M/Y CLI-8C/M/Y голубой/пурпурный/желтый набор (36мл) для Canon MP470/500/530/600/800/810/830/970/MX850/iP4200/4300/520 с чипом;1.0;kaktus_msk_2026-08-18_p6;Картриджи/Картриджи Canon/струйные canon;;TFEMkcN6iyAkwmjEhjmOY0;4;0136;Картридж струйный Cactus CS-CLI8C CLI-8C голубой (13.4мл) для Canon Pixma MP470/MP500/MP510/MP520/MP530 MP600/MP800/MP810/MP830/MP970/iP3300/iP3500/iP4200/iP4300/iP5200/iP5300/iP6600D/iP6700D/MX700/MX850/iX4000/iX5000/Pro9000/9000/Mark II с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, чип, бренд";0183;Картридж струйный Cactus CS-CL41 CL-41 голубой/пурпурный/желтый (18мл) для Canon Pixma MP150/MP160/MP170/MP180/MP210/MP220/MP450/MP460/MP470/iP1200/iP1300/iP1600/iP1700/iP1800/iP190 с чипом;0757;Картридж CANON CLI-8PC  PIXMAiP6600D/MP950Pro9000 photo cyan SuperFine;
kaktus_msk;CS-DL-420;Блок фотобарабана Cactus CS-DL-420 DL-420/DL-420P черный ч/б:30000стр. для M6700D/DW/M6800FDW/M7100DN/DW/M7102DN/M7103DN/M7107DN/DW/M7200FD/FDN/FDW/M7300FDN/FDW/M7302FDN/FDW/M7310DN/DW/P3010D/DW/P3020/P3300DN/DW/P3302DN/P3303DN Pantum;500.0;kaktus_msk_2026-08-18_p22;Оригинальные картриджи/Картриджи лазерные Pantum;3263 cs;LpVyk4Npg-5a5IgeX663D1;8;3263;Драм картридж GP-DL-420 MPS для принтеров Pantum M6700D/M6700DW/M6800FDW/M7100DN/M7100DW/M7102DN/M7103DN/M7200FD/M7200FDN/M7200FDW/M7300FDN/M7300FDW/M7302FDN/M7302FDW/M7310DN/M7310DW/P3010D/P3010DW/P3020D/ P3300DN/P3300DW/P3302DN/P3303DN Drum 30000 к;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";6603;Комплект фотобарабан DL-420 XL + картридж TL-420X с чипом Pantum;4364;Фотобарабан Sakura DL-420P для Pantum P3010D, P3010DW, P3300DN, P3300DW, M6700D, M6700DW, M6800FDW, M7100DN, M7100DW, M7200FD, M7200FDN, M7200FDW, M7300FDN, M7300FDW, черный, 30000;
kaktus_msk;CS-Q2612AD;Картридж лазерный Cactus CS-Q2612AD черный двойная упак. (2000стр.) для HP 1010/1012/1015/1018/1020/1022/3015/3020;173.0;kaktus_msk_2026-08-18_p14;Картриджи/Картриджи HP;;3k5f1AyvioSSiwYYX06P10;0;;;;;;;;
kaktus_msk;CS-TN320;Картридж лазерный Cactus CS-TN320 черный (20000стр.) для Konica Minolta bizhub 36/42;8.0;kaktus_msk_2026-08-18_p18;Картриджи/Картриджи Konica Minolta;;xCZ-wGkvjwrBMrz-echT63;3;6225;Картридж лазерный CopyRite CR-KMTN320 TN-320/A202-053 черный (20000стр.) для Konica Minolta bizhub 36/42;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";1399;Картридж NVP совместимый NV-TN-320T Black;0009;Набор картриджей TN-320;
profiline;GP_W1106X;*Не продаем* Картридж GP-W1106X (№106X) 2k GP;1757.0;profiline_2026-08-18_p16;Картриджи/Картриджи HP;;57vETzYAhZcmecdl1USd41;1;5545;Картридж лазерный G&G GG-W1106X черный (2500стр.) для HP Laser 107a/107r/107w/135a MFP/135r MFP/135w MFP/137fnw MFP;"не указано в каталоге: бренд, цвет; из каталога ТК: цвет, ресурс/объём, чип, бренд";;;;;
profiline;PL_Tape_13*10_BKS_1p;Лента 13мм*10м черная прямая упаковка (1шт) PL;5.0;profiline_2026-08-18_p3;Картриджи/Ленточные картриджи;;hIVSq8XIjdfpPIlbaK4qa0;0;;;;;;;;
ramis;5211210000;Картридж для (121XL) HP DJ D2563/F4283 CC641HE (восстановленный) Black Unijet;548.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;q7zBAN7QiVQHxPc3uyNpk0;4;0192;Струйный картридж БУЛАТ 121XL, CC641HE для HP DeskJet D2563, F4283, Чёрный (600 стр.);"не указано в каталоге: ресурс/объём, чип; из каталога ТК: цвет, ресурс/объём, бренд";0193;Картридж струйный Cactus CS-CC644 №121XL многоцветный (18мл) для HP DJ D1663/D2500/D2563/D2663/D5563/F2423/F2493/F4213/F4275/F4280/F4283/F4583/PS C4683/C4783 с чипом;0338;* Набор восстановленных картриджей Colortek 121XL Bk+Col;
ramis;5212210000;Картридж для (123XL) HP DeskJet 2130 F6V19AE (восстановленный) Black UNIjet;38.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;BmTGWEysgY7KjvEpmeY193;4;2705;Картридж струйный Cactus CS-F6V19AE 123XL черный (480стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";2707;Комплект струйных картриджей Hi-Black (№123XL) для HP F6V19AE(Bk)+F6V18AE(3-сolor);2706;Картридж струйный Cactus CS-F6V18AE 123XL многоцветный (330стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;
ramis;5215310000;Картридж для (123XL) HP DeskJet 2130 F6V18AE (восстановленный) Color UNIjet;10.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;Uh66D4qxi6QhyQIx5jJYb1;4;2706;Картридж струйный Cactus CS-F6V18AE 123XL многоцветный (330стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;"не указано в каталоге: цвет, ресурс/объём; из каталога ТК: ресурс/объём, бренд";2705;Картридж струйный Cactus CS-F6V19AE 123XL черный (480стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;2707;Комплект струйных картриджей Hi-Black (№123XL) для HP F6V19AE(Bk)+F6V18AE(3-сolor);
ramis;5223370000;Картридж для (130) HP Photosmart 8153  C8767HE (восстановленный) Black (23ml) Unijet;93.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;bkzoLmYehvuvaZB5bSshf1;1;0196;Картридж для (130) HP Photosmart 8153  C8767HE Black (23ml) Unijet;"не указано в каталоге: ресурс/объём, чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
ramis;5223390000;Картридж для (132) HP DJ 5443/ PSC 2573 C9362HE (восстановленный) Black (5ml) Unijet;155.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;ngYRq5Chi79gmPXJB6IZm0;1;0309;Картридж струйный Cactus CS-C9362 №132 черный (7мл) для HP DJ 5443/D4163/DJ 6215/PS 2573/C3183/D5163/PSC 1513 с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
ramis;5223420000;Картридж для (141XL) HP DJ D4263 CB338  (восстановленный) Color Unijet;221.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;A40DPpyyg4GKYfm39gqYS3;5;0199;Картридж струйный Cactus CS-CB338 №141XL многоцветный (18мл) для HP DJ D4263/D4363/D5360/DJ J5783/J6413/PS C4273/C4283/C4343/C4383/C4473/C4483/C4583/C5283/D5363 с чипом;"не указано в каталоге: цвет, ресурс/объём; из каталога ТК: ресурс/объём, бренд";0337;* Набор восстановленных картриджей 140-141xl PL;5679;Заправочный набор HP SK-HP-141/ 141XL (C/M/Y);
ramis;5223440000;Картридж для (140XL) HP DJ D4263 CB336 (восстановленный) Black Unijet;245.0;ramis_2026-08-18_p1;Картриджи/Картриджи HP/струйные hp;;cEQEwaP6i4396SQJEJJ5b1;5;0198;Картридж струйный Cactus CS-CB336 №140XL черный (29мл) для HP DJ D4263/D4363/DJ J5783/J6413/PSC C4273/C4283/C4343/C4383/C4473/C4483/C4583/C5283/D5363 с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";5678;Заправочный набор HP SK-HP-140/ 140XL (Bk);0199;Картридж струйный Cactus CS-CB338 №141XL многоцветный (18мл) для HP DJ D4263/D4363/D5360/DJ J5783/J6413/PS C4273/C4283/C4343/C4383/C4473/C4483/C4583/C5283/D5363 с чипом;
rapid;SF-DL5120;Картридж Pantum DL-5120 DRUM BP5100/BM5100 30K SuperFine;15.0;rapid_2026-08-18_p11;Картриджи/Картриджи Pantum;;ZN93ZpXKjHNwbVxe0rePA1;8;4332;Драм-картридж БУЛАТ DL-5120 для Pantum BP5100, BM5100 (Чёрный, 30000 стр.).;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";7009;Комплект фотобарабан DL-5120 + картридж TL-5120H Pantum;6940;DC-PM5120 Фотобарабан T2 для Pantum BP5100DN/BP5100DW (30000 стр.) с чипом;
rapid;SFR-3YM74AE;Картридж HP 3YM74AE №653 Deskjet 6000-ser/6075/6400-ser/6475 Color SuperFine;95.0;rapid_2026-08-18_p12;Картриджи/Картриджи HP/струйные hp;;8YGMYKJohAOl5q7Xq8Rw41;8;4355;Картридж для HP 3YM74AE №653 Deskjet 6000-ser/6400-ser Color AQUAMARINE (Совместимый.Тайвань);"не указано в каталоге: цвет, ресурс/объём, чип; из каталога ТК: ресурс/объём, бренд";4354;Картридж для HP 3YM75AE №653 Deskjet 6000-ser/6400-ser Black AQUAMARINE (Совместимый.Тайвань);4538;Картридж для HP 3YM63AE №305XL Deskjet 2300-ser/ENVY 6000-ser Color AQUAMARINE (Совместимый.Тайвань);
rapid;SFR-3YM75AE;Картридж HP 3YM75AE №653 Deskjet 6000-ser/6075/6400-ser/6475 Black SuperFine;62.0;rapid_2026-08-18_p12;Картриджи/Картриджи HP/струйные hp;;5OOPKKuWive44LYu-Jvh-3;8;4354;Картридж для HP 3YM75AE №653 Deskjet 6000-ser/6400-ser Black AQUAMARINE (Совместимый.Тайвань);"не указано в каталоге: ресурс/объём, чип; из каталога ТК: цвет, ресурс/объём, бренд";4355;Картридж для HP 3YM74AE №653 Deskjet 6000-ser/6400-ser Color AQUAMARINE (Совместимый.Тайвань);4886;Струйный картридж PL-3YM62AE (305XL) для принтеров HP DeskJet 2300-ser/2320/2700-ser/2710/2720/2721/2723/4100-ser/4120/4122/4130/ENVY-6000-ser/6420/6422/6430/6432/6452/6454/6455/6458/6475 Black 18 мл ProfiLine;
s_print_msk;SP46264_MSK;Картридж SP LC-970 M/LC-1000 M для Brother, пурпурный;9.0;s_print_msk_2026-08-18_p1;Картриджи/Картриджи Brother/струйные brother;0593sp;593;1;0593;Картридж струйный Cactus CS-LC970M пурпурный (20мл) для Brother MFC-260c/235c/DCP-150c/135c с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
s_print_spb;SP350639;Цветной тонер-картридж SolutionPrint SP-H-415A (W2030A) Bk 2,4k;19.0;s_print_spb_2026-08-18_p5;Картриджи/Картриджи HP;3909sp;Tpbqu37EhRAJYK5i1behd0;3;3909;Цветной тонер-картридж SolutionPrint SP-H-415A (W2030A) Bk 2,4k;"не указано в каталоге: бренд; из каталога ТК: цвет, ресурс/объём, чип, бренд";3913;Комплект картриджей GP-W2030A/W2031A/W2032A/W2033A (№415A) для принтеров HP Color LaserJet / CLJ-M455/M480/CLJP-M454/CLJP-M479 BK/C/Y/M 2400/3*2100 копий GalaPrint;4292;Тонер-картридж 7Q W2030X(415X) Чёрный для HP CLJ M454, M479 (7500 стр.), с чипом W2030A до версии чипа 002.2339A;
s_print_spb;SP350640;Цветной тонер-картридж SolutionPrint SP-H-415A (W2031A) C 2,1k;17.0;s_print_spb_2026-08-18_p5;Картриджи/Картриджи HP;3910sp;VXNmiriEjML1BDK2gjR442;2;3910;Цветной тонер-картридж SolutionPrint SP-H-415A (W2031A) C 2,1k;"не указано в каталоге: бренд; из каталога ТК: цвет, ресурс/объём, чип, бренд";4293;* СПБ* Тонер-картридж 7Q W2031X(415X) для HP CLJ M454, M479 (Голубой, 6000 стр.), с чипом W2031A до версии чипа 002.2339A;;;
s_print_spb;SP350641;Цветной тонер-картридж SolutionPrint SP-H-415A (W2032A) Y 2,1k;18.0;s_print_spb_2026-08-18_p5;Картриджи/Картриджи HP;3911sp;bIRRzNqBhwvB-N7hGwV3b3;2;3911;Цветной тонер-картридж SolutionPrint SP-H-415A (W2032A) Y 2,1k;"не указано в каталоге: бренд; из каталога ТК: цвет, ресурс/объём, чип, бренд";4294;* СПБ* Тонер-картридж 7Q W2032X(415X) Жёлтый для HP CLJ M454, M479 (6000 стр.), с чипом W2032A до версии чипа 002.2339A;;;
s_print_spb;SP350642;Цветной тонер-картридж SolutionPrint SP-H-415A (W2033A) M 2,1k;17.0;s_print_spb_2026-08-18_p5;Картриджи/Картриджи HP;3912sp;9Zd9kRmKifVW9dZorCFap1;2;3912;Цветной тонер-картридж SolutionPrint SP-H-415A (W2033A) M 2,1k;"не указано в каталоге: бренд; из каталога ТК: цвет, ресурс/объём, чип, бренд";4295;$$_СРОЧНО * СПБ* Тонер-картридж 7Q W2033X (415X) Пурпурный для HP CLJ M454, M479 (6000 стр.), с чипом W2033A до версии чипа 002.2339A;;;
s_print_spb;SP46264;Картридж SP LC-970 M/LC-1000 M для Brother, пурпурный;53.0;s_print_spb_2026-08-18_p1;Картриджи/Картриджи Brother/струйные brother;0593sp;593;1;0593;Картридж струйный Cactus CS-LC970M пурпурный (20мл) для Brother MFC-260c/235c/DCP-150c/135c с чипом;"не указано в каталоге: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
sakura;SI3YM74AE;*Восстановленный* Струйный картридж Sakura 3YM74AE (№653 Tri-colour) для HP, триколор, 11 мл., 600 к.;100.0;sakura_2026-08-18_p11;Картриджи/Картриджи HP/струйные hp;;WrgA2-iRiQ7m5kc2YhUpc1;6;5617;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;"НЕ СОВПАЛО: ресурс/объём; не указано в каталоге: цвет; из каталога ТК: ресурс/объём, бренд";4355;Картридж для HP 3YM74AE №653 Deskjet 6000-ser/6400-ser Color AQUAMARINE (Совместимый.Тайвань);4356;Набор картриджей 653 для HP;
sakura;SI3YM75AE;*Восстановленный* Струйный картридж Sakura 3YM75AE (№653 Black) для HP, черный, 11 мл., 600 к.;100.0;sakura_2026-08-18_p11;Картриджи/Картриджи HP/струйные hp;;jxnniDlTjSU3VAxukaVUj1;4;4354;Картридж для HP 3YM75AE №653 Deskjet 6000-ser/6400-ser Black AQUAMARINE (Совместимый.Тайвань);"НЕ СОВПАЛО: ресурс/объём; из каталога ТК: цвет, ресурс/объём, бренд";6379;Картридж HP DJ Plus Ink Advantage 6075/6475, №653XL (Hi-Black) 3YM75AE, BK;5617;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;
sakura;SIC13T11174A10;Струйный картридж Sakura C13T11174A10 (T0817) для Epson, мультипак, 13,8 мл., 400 к.;52.0;sakura_2026-08-18_p12;Картриджи/Картриджи Epson/струйные epson;;sAhersjvgXqd1N5Q-uwRT2;1;0168;IC-ET0817 Комплект картриджей T2 для Epson T0817: черный, голубой, пурпурный, желтый, светло-голубой, светло-пурпурный;"НЕ СОВПАЛО: ресурс/объём; не указано в каталоге: цвет, чип; из каталога ТК: ресурс/объём, чип, бренд";;;;;
sakura;SIC13T671600;Емкость для Epson C13T671600 (T6716/PXMB8);72.0;sakura_2026-08-18_p12;Картриджи/Картриджи Epson/струйные epson;;ODyymXOViI--SYflInhHN2;0;;;;;;;;
vtt;101131379;Тонер-картридж Hi-Black (HB-C-EXV55 C) для Canon iR Adv C256/256i/356i/356P, C, 18К;3.0;vtt_2026-08-18_p5;;;eA6V0xxki4a3RY2WFI02m3;1;3650;Картридж лазерный Cactus CS-EXV55C голубой (18000стр.) для Canon ImageRunner C256/356;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
